"BACT_628","Helicobacter hepaticus ATCC 51449"
"VIRL_1403","Hepatitis C virus genotype 1"
"VIRL_2807","Hepatitis C virus genotype 2"
"VIRL_2806","Hepatitis C virus genotype 3"
"VIRL_2805","Hepatitis C virus genotype 4"
"VIRL_2804","Hepatitis C virus genotype 5"
"VIRL_2803","Hepatitis C virus genotype 6"
"VIRL_2479","Hepatitis delta virus"
"VIRL_51","Hepatitis E virus"
"VIRL_3412","Hepatitis GB virus A"
"VIRL_3434","Hepatitis GB virus B"
"VIRL_2670","Heron hepatitis B virus"
"VIRL_2888","Heterocapsa circularisquama RNA virus"
"VIRL_2090","Heterosigma akashiwo RNA virus SOG263"
"VIRL_3238","Hibiscus chlorotic ringspot virus"
"VIRL_1031","Hibiscus latent Singapore virus"
"VIRL_1342","Highlands J virus"
"VIRL_3180","Himetobi P virus"
"VIRL_3526","Hippeastrum latent virus"
"VIRL_232","Hirame rhabdovirus"
"VIRL_597","His1 virus"
"VIRL_596","His2 virus"
"VIRL_102","HMO Astrovirus A"
"VIRL_3127","Hollyhock leaf crumple virus"
"VIRL_3124","Hollyhock leaf crumple virus satellite DNA"
"VIRL_3674","Homalodisca coagulata virus-1"
"VIRL_2665","Homalodisca vitripennis reovirus segment S1"
"VIRL_2656","Homalodisca vitripennis reovirus segment S10"
"VIRL_2655","Homalodisca vitripennis reovirus segment S11"
"VIRL_2654","Homalodisca vitripennis reovirus segment S12"
"VIRL_2664","Homalodisca vitripennis reovirus segment S2"
"VIRL_2663","Homalodisca vitripennis reovirus segment S3"
"VIRL_2662","Homalodisca vitripennis reovirus segment S4"
"VIRL_2661","Homalodisca vitripennis reovirus segment S5"
"VIRL_2660","Homalodisca vitripennis reovirus segment S6"
"VIRL_2659","Homalodisca vitripennis reovirus segment S7"
"VIRL_2658","Homalodisca vitripennis reovirus segment S8"
"VIRL_2657","Homalodisca vitripennis reovirus segment S9"
"VIRL_253","Honeysuckle yellow vein beta-[Japan:Fukui:2001]"
"VIRL_252","Honeysuckle yellow vein mosaic beta-[Japan:Miyizaki:2001]"
"VIRL_2813","Honeysuckle yellow vein mosaic disease associated satellite DNA beta-[Ibaraki]"
"VIRL_3237","Honeysuckle yellow vein mosaic virus"
"VIRL_3009","Honeysuckle yellow vein mosaic virus satellite DNA beta"
"VIRL_887","Honeysuckle yellow vein mosaic virus-[Kagoshima]"
"VIRL_2964","Honeysuckle yellow vein virus-[UK1]"
"VIRL_2342","Hop latent virus"
"VIRL_3601","Hop mosaic virus"
"VIRL_1453","Hordeum mosaic virus"
"VIRL_2085","Horsegram yellow mosaic virus"
"VIRL_1428","Horsegram yellow mosaic virus DNA B"
"VIRL_381","Horseradish curly top virus"
"VIRL_3523","Hosta virus X"
"VIRL_3310","Human adenovirus 2"
"VIRL_3309","Human adenovirus 5"
"VIRL_109","Human adenovirus 54"
"VIRL_2397","Human adenovirus A"
"VIRL_1355","Human adenovirus A"
"VIRL_2757","Human adenovirus B1"
"VIRL_2758","Human adenovirus B2"
"VIRL_1537","Human adenovirus C"
"VIRL_3311","Human adenovirus D"
"VIRL_2759","Human adenovirus D"
"VIRL_1510","Human adenovirus E"
"VIRL_1536","Human adenovirus F"
"VIRL_3304","Human adenovirus type 1"
"VIRL_3306","Human adenovirus type 11"
"VIRL_3302","Human adenovirus type 35"
"VIRL_3303","Human adenovirus type 7"
"VIRL_3391","Human astrovirus"
"VIRL_897","Human bocavirus"
"VIRL_2505","Human bocavirus 2"
"VIRL_2504","Human bocavirus 3"
"VIRL_15","Human bocavirus 4"
"VIRL_328","Human coronavirus 229E"
"VIRL_2916","Human coronavirus HKU1"
"VIRL_1129","Human coronavirus NL63"
"VIRL_1133","Human coronavirus OC43"
"VIRL_1406","Human cosavirus A1"
"VIRL_1405","Human cosavirus B1"
"VIRL_1404","Human cosavirus D1"
"VIRL_1407","Human cosavirus E1"
"VIRL_116","Human enteric coronavirus strain 4408"
"VIRL_2802","Human enterovirus 100"
"VIRL_441","Human enterovirus 107"
"VIRL_172","Human enterovirus 109"
"VIRL_473","Human enterovirus 98"
"VIRL_3442","Human enterovirus A"
"VIRL_3468","Human enterovirus B"
"VIRL_3480","Human enterovirus C"
"VIRL_3479","Human enterovirus D"
"VIRL_2151","Human erythrovirus V9"
"VIRL_64","Human herpesvirus 1"
"VIRL_392","Human herpesvirus 2"
"VIRL_396","Human herpesvirus 3"
"VIRL_564","Human herpesvirus 4"
"VIRL_602","Human herpesvirus 4 type 1"
"VIRL_348","Human herpesvirus 5"
"VIRL_394","Human herpesvirus 6A"
"VIRL_96","Human herpesvirus 6B"
"VIRL_393","Human herpesvirus 7"
"VIRL_336","Human herpesvirus 8"
"VIRL_3418","Human immunodeficiency virus 1"
"VIRL_2476","Human immunodeficiency virus 2"
"VIRL_950","Human klassevirus 1"
"VIRL_3114","Human metapneumovirus"
"VIRL_738","Human papillomavirus - 1"
"VIRL_737","Human papillomavirus - 18"
"VIRL_741","Human papillomavirus - 2"
"VIRL_707","Human papillomavirus 54"
"VIRL_519","Human papillomavirus FA75/KI88-03"
"VIRL_211","Human papillomavirus RTRX7"
"VIRL_1022","Human papillomavirus SIBX-3a"
"VIRL_721","Human papillomavirus type 10"
"VIRL_484","Human papillomavirus type 100"
"VIRL_588","Human papillomavirus type 101"
"VIRL_589","Human papillomavirus type 103"
"VIRL_480","Human papillomavirus type 104"
"VIRL_483","Human papillomavirus type 105"
"VIRL_498","Human papillomavirus type 108"
"VIRL_443","Human papillomavirus type 109"
"VIRL_442","Human papillomavirus type 112"
"VIRL_482","Human papillomavirus type 113"
"VIRL_437","Human papillomavirus type 114"
"VIRL_1007","Human papillomavirus type 115"
"VIRL_477","Human papillomavirus type 116"
"VIRL_257","Human papillomavirus type 121"
"VIRL_725","Human papillomavirus type 16"
"VIRL_705","Human papillomavirus type 24"
"VIRL_720","Human papillomavirus type 26"
"VIRL_719","Human papillomavirus type 32"
"VIRL_718","Human papillomavirus type 34"
"VIRL_733","Human papillomavirus type 4"
"VIRL_740","Human papillomavirus type 41"
"VIRL_704","Human papillomavirus type 48"
"VIRL_717","Human papillomavirus type 49"
"VIRL_724","Human papillomavirus type 5"
"VIRL_703","Human papillomavirus type 50"
"VIRL_716","Human papillomavirus type 53"
"VIRL_702","Human papillomavirus type 60"
"VIRL_1270","Human papillomavirus type 61"
"VIRL_732","Human papillomavirus type 63"
"VIRL_739","Human papillomavirus type 6b"
"VIRL_715","Human papillomavirus type 7"
"VIRL_684","Human papillomavirus type 71"
"VIRL_541","Human papillomavirus type 88"
"VIRL_714","Human papillomavirus type 9"
"VIRL_664","Human papillomavirus type 90"
"VIRL_658","Human papillomavirus type 92"
"VIRL_649","Human papillomavirus type 96"
"VIRL_486","Human papillomavirus type 98"
"VIRL_485","Human papillomavirus type 99"
"VIRL_1502","Human parainfluenza virus 1"
"VIRL_2437","Human parainfluenza virus 2"
"VIRL_2473","Human parainfluenza virus 3"
"VIRL_3406","Human parechovirus"
"VIRL_1086","Human parvovirus 4"
"VIRL_1255","Human parvovirus B19"
"VIRL_2034","Human picobirnavirus RNA segment 1"
"VIRL_2033","Human picobirnavirus RNA segment 2"
"VIRL_1268","Human respiratory syncytial virus"
"VIRL_1284","Human rhinovirus 14"
"VIRL_3440","Human rhinovirus 89"
"VIRL_2793","Human rhinovirus C"
"VIRL_753","Human T-lymphotropic virus 1"
"VIRL_2490","Human T-lymphotropic virus 2"
"VIRL_1597","Human T-lymphotropic virus 4"
"VIRL_3555","Human TMEV-like cardiovirus"
"VIRL_1111","Humulus japonicus latent virus"
"VIRL_1113","Humulus japonicus latent virus"
"VIRL_1112","Humulus japonicus latent virus"
"VIRL_927","Hydrangea chlorotic mottle virus"
"VIRL_3676","Hydrangea ringspot virus"
"VIRL_179","Hyperthermophilic Archaeal Virus 1"
"VIRL_180","Hyperthermophilic Archaeal Virus 2"
"VIRL_2723","Hyphantria cunea nucleopolyhedrovirus"
"VIRL_1768","Hyposoter fugitivus ichnovirus segment A1"
"VIRL_1764","Hyposoter fugitivus ichnovirus segment A2"
"VIRL_1763","Hyposoter fugitivus ichnovirus segment A3"
"VIRL_193","Hyposoter fugitivus ichnovirus segment B1"
"VIRL_570","Hyposoter fugitivus ichnovirus segment B10"
"VIRL_1767","Hyposoter fugitivus ichnovirus segment B11"
"VIRL_1760","Hyposoter fugitivus ichnovirus segment B12"
"VIRL_1759","Hyposoter fugitivus ichnovirus segment B13"
"VIRL_1732","Hyposoter fugitivus ichnovirus segment B14"
"VIRL_422","Hyposoter fugitivus ichnovirus segment B15"
"VIRL_1758","Hyposoter fugitivus ichnovirus segment B16"
"VIRL_572","Hyposoter fugitivus ichnovirus segment B17"
"VIRL_1757","Hyposoter fugitivus ichnovirus segment B18"
"VIRL_424","Hyposoter fugitivus ichnovirus segment B2"
"VIRL_423","Hyposoter fugitivus ichnovirus segment B3"
"VIRL_1762","Hyposoter fugitivus ichnovirus segment B4"
"VIRL_571","Hyposoter fugitivus ichnovirus segment B5"
"VIRL_1733","Hyposoter fugitivus ichnovirus segment B6"
"VIRL_195","Hyposoter fugitivus ichnovirus segment B7"
"VIRL_1765","Hyposoter fugitivus ichnovirus segment B8"
"VIRL_1761","Hyposoter fugitivus ichnovirus segment B9"
"VIRL_1756","Hyposoter fugitivus ichnovirus segment C1"
"VIRL_194","Hyposoter fugitivus ichnovirus segment C10"
"VIRL_1749","Hyposoter fugitivus ichnovirus segment C11"
"VIRL_196","Hyposoter fugitivus ichnovirus segment C12"
"VIRL_1731","Hyposoter fugitivus ichnovirus segment C13"
"VIRL_1748","Hyposoter fugitivus ichnovirus segment C14"
"VIRL_1747","Hyposoter fugitivus ichnovirus segment C15"
"VIRL_574","Hyposoter fugitivus ichnovirus segment C16"
"VIRL_1746","Hyposoter fugitivus ichnovirus segment C17"
"VIRL_1745","Hyposoter fugitivus ichnovirus segment C18"
"VIRL_1730","Hyposoter fugitivus ichnovirus segment C19"
"VIRL_1766","Hyposoter fugitivus ichnovirus segment C2"
"VIRL_1744","Hyposoter fugitivus ichnovirus segment C20"
"VIRL_569","Hyposoter fugitivus ichnovirus segment C3"
"VIRL_1755","Hyposoter fugitivus ichnovirus segment C4"
"VIRL_1754","Hyposoter fugitivus ichnovirus segment C5"
"VIRL_1753","Hyposoter fugitivus ichnovirus segment C6"
"VIRL_1752","Hyposoter fugitivus ichnovirus segment C7"
"VIRL_1751","Hyposoter fugitivus ichnovirus segment C8"
"VIRL_1750","Hyposoter fugitivus ichnovirus segment C9"
"VIRL_1743","Hyposoter fugitivus ichnovirus segment D1"
"VIRL_1737","Hyposoter fugitivus ichnovirus segment D10"
"VIRL_1736","Hyposoter fugitivus ichnovirus segment D11"
"VIRL_1735","Hyposoter fugitivus ichnovirus segment D12"
"VIRL_433","Hyposoter fugitivus ichnovirus segment D2"
"VIRL_1742","Hyposoter fugitivus ichnovirus segment D3"
"VIRL_1741","Hyposoter fugitivus ichnovirus segment D4"
"VIRL_573","Hyposoter fugitivus ichnovirus segment D5"
"VIRL_1740","Hyposoter fugitivus ichnovirus segment D6"
"VIRL_1739","Hyposoter fugitivus ichnovirus segment D7"
"VIRL_421","Hyposoter fugitivus ichnovirus segment D8"
"VIRL_1738","Hyposoter fugitivus ichnovirus segment D9"
"VIRL_1729","Hyposoter fugitivus ichnovirus segment E1"
"VIRL_1734","Hyposoter fugitivus ichnovirus segment E2"
"VIRL_568","Hyposoter fugitivus ichnovirus segment G1"
"VIRL_731","Ictalurid herpesvirus 1"
"VIRL_419","Ilheus virus"
"VIRL_3230","Impatiens necrotic spot virus segment L"
"VIRL_3235","Impatiens necrotic spot virus segment M"
"VIRL_3231","Impatiens necrotic spot virus segment S"
"VIRL_3520","Imperata yellow mottle virus"
"VIRL_3398","Indian cassava mosaic virus DNA A"
"VIRL_3397","Indian cassava mosaic virus DNA B"
"VIRL_1240","Indian citrus ringspot virus"
"VIRL_2417","Indian peanut clump virus RNA 1"
"VIRL_238","Indian peanut clump virus RNA 2"
"VIRL_3110","Infectious bursal disease virus segment A"
"VIRL_3109","Infectious bursal disease virus segment B"
"VIRL_3181","Infectious flacherie virus"
"VIRL_1273","Infectious hematopoietic necrosis virus"
"VIRL_457","Infectious hypodermal and hematopoietic necrosis virus"
"VIRL_3404","Infectious pancreatic necrosis virus segment A"
"VIRL_3403","Infectious pancreatic necrosis virus segment B"
"VIRL_344","Infectious salmon anemia virus"
"VIRL_343","Infectious salmon anemia virus"
"VIRL_345","Infectious salmon anemia virus"
"VIRL_346","Infectious salmon anemia virus"
"VIRL_449","Infectious salmon anemia virus segment 1"
"VIRL_347","Infectious salmon anemia virus segment 6"
"VIRL_318","Infectious salmon anemia virus segment 7"
"VIRL_319","Infectious salmon anemia virus segment 8"
"VIRL_1313","Infectious spleen and kidney necrosis virus"
"VIRL_1044","Influenza A virus (A/Goose/Guangdong/1/96(H5N1))"
"VIRL_1023","Influenza A virus (A/Goose/Guangdong/1/96(H5N1))"
"VIRL_1045","Influenza A virus (A/Goose/Guangdong/1/96(H5N1))"
"VIRL_1046","Influenza A virus (A/Goose/Guangdong/1/96(H5N1))"
"VIRL_2017","Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) segment 2"
"VIRL_2016","Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) segment 4"
"VIRL_1024","Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) strain A/Goose/Guangdong/1/96(H5N1)"
"VIRL_1043","Influenza A virus (A/Goose/Guangdong/1/96(H5N1)) strain A/Goose/Guangdong/1/96(H5N1)"
"VIRL_2112","Influenza A virus (A/Hong Kong/1073/99(H9N2))"
"VIRL_2107","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 1"
"VIRL_2106","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 2"
"VIRL_2105","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 3"
"VIRL_2109","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 4"
"VIRL_2108","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 6"
"VIRL_2110","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 7"
"VIRL_2111","Influenza A virus (A/Hong Kong/1073/99(H9N2)) segment 8"
"VIRL_1042","Influenza A virus (A/Korea/426/1968(H2N2))"
"VIRL_2406","Influenza A virus (A/Korea/426/68(H2N2)) segment 2"
"VIRL_2006","Influenza A virus (A/Korea/426/68(H2N2)) segment 3"
"VIRL_2007","Influenza A virus (A/Korea/426/68(H2N2)) segment 4"
"VIRL_3681","Influenza A virus (A/Korea/426/68(H2N2)) segment 5"
"VIRL_3680","Influenza A virus (A/Korea/426/68(H2N2)) segment 6"
"VIRL_2005","Influenza A virus (A/Korea/426/68(H2N2)) segment 7"
"VIRL_3682","Influenza A virus (A/Korea/426/68(H2N2)) segment 8"
"VIRL_2008","Influenza A virus (A/New York/392/2004(H3N2)) segment 1"
"VIRL_2009","Influenza A virus (A/New York/392/2004(H3N2)) segment 2"
"VIRL_2010","Influenza A virus (A/New York/392/2004(H3N2)) segment 3"
"VIRL_2015","Influenza A virus (A/New York/392/2004(H3N2)) segment 4"
"VIRL_2012","Influenza A virus (A/New York/392/2004(H3N2)) segment 5"
"VIRL_2013","Influenza A virus (A/New York/392/2004(H3N2)) segment 6"
"VIRL_2014","Influenza A virus (A/New York/392/2004(H3N2)) segment 7"
"VIRL_2011","Influenza A virus (A/New York/392/2004(H3N2)) segment 8"
"VIRL_2387","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 1"
"VIRL_2491","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 2"
"VIRL_2388","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 3"
"VIRL_2391","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 4"
"VIRL_3615","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 5"
"VIRL_2390","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 6"
"VIRL_2392","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 7"
"VIRL_2389","Influenza A virus (A/Puerto Rico/8/34(H1N1)) segment 8"
"VIRL_2348","Influenza B virus RNA 1"
"VIRL_3611","Influenza B virus RNA 4"
"VIRL_2345","Influenza B virus RNA 5"
"VIRL_2344","Influenza B virus RNA 6"
"VIRL_2452","Influenza B virus RNA 7"
"VIRL_2343","Influenza B virus RNA 8"
"VIRL_2347","Influenza B virus RNA-2"
"VIRL_2346","Influenza B virus RNA-3"
"VIRL_87","Influenza C virus (C/Ann Arbor/1/50) segment 1"
"VIRL_86","Influenza C virus (C/Ann Arbor/1/50) segment 2"
"VIRL_85","Influenza C virus (C/Ann Arbor/1/50) segment 3"
"VIRL_84","Influenza C virus (C/Ann Arbor/1/50) segment 4"
"VIRL_83","Influenza C virus (C/Ann Arbor/1/50) segment 5"
"VIRL_82","Influenza C virus (C/Ann Arbor/1/50) segment 6"
"VIRL_88","Influenza C virus (C/Ann Arbor/1/50) segment 7"
"VIRL_2319","Invertebrate iridescent virus 6"
"VIRL_3512","Iodobacteriophage phiPLPE"
"VIRL_821","Ipomoea yellow vein virus"
"VIRL_3596","Ippy virus segment L"
"VIRL_3597","Ippy virus segment S"
"VIRL_3525","Iranian maize mosaic nucleorhabdovirus"
"VIRL_2831","Israel acute paralysis virus of bees"
"VIRL_1040","J-virus"
"VIRL_1282","Jaagsiekte sheep retrovirus"
"VIRL_3478","Japanese encephalitis virus"
"VIRL_789","Japanese holly fern mottle virus RNA1"
"VIRL_788","Japanese holly fern mottle virus RNA2"
"VIRL_2351","Japanese iris necrotic ring virus"
"VIRL_3371","Japanese yam mosaic virus"
"VIRL_838","Jatropha leaf curl virus DNA A"
"VIRL_3565","Jatropha yellow mosaic India virus DNA-A"
"VIRL_701","JC polyomavirus"
"VIRL_2087","Johnsongrass chlorotic stripe mosaic virus"
"VIRL_2279","Johnsongrass mosaic virus"
"VIRL_1138","Junin virus segment L"
"VIRL_1137","Junin virus segment S"
"VIRL_233","Junonia coenia densovirus"
"VIRL_1196","Kadipiro virus chromosome segment 1"
"VIRL_362","Kadipiro virus chromosome segment 10"
"VIRL_363","Kadipiro virus chromosome segment 12"
"VIRL_359","Kadipiro virus chromosome segment 2"
"VIRL_358","Kadipiro virus chromosome segment 3"
"VIRL_357","Kadipiro virus chromosome segment 4"
"VIRL_356","Kadipiro virus chromosome segment 5"
"VIRL_355","Kadipiro virus chromosome segment 6"
"VIRL_2156","Kadipiro virus chromosome segment 7"
"VIRL_360","Kadipiro virus chromosome segment 8"
"VIRL_361","Kadipiro virus chromosome segment 9"
"VIRL_2157","Kadipiro virus segment 11"
"VIRL_3499","Kakugo virus"
"VIRL_962","Kalanchoe latent virus"
"VIRL_759","Kalanchoe top-spotting virus"
"VIRL_1183","Kamiti River virus"
"VIRL_1058","Karshi virus"
"VIRL_1186","Kashmir bee virus"
"VIRL_2667","Kedougou virus"
"VIRL_757","Kelp fly virus"
"VIRL_861","Kenaf leaf curl virus DNA A"
"VIRL_3613","Kennedya yellow mosaic virus"
"VIRL_565","KI polyomavirus Stockholm 60"
"VIRL_2512","Klebsiella phage K11"
"VIRL_426","Klebsiella phage KP15"
"VIRL_258","Klebsiella phage KP32"
"VIRL_427","Klebsiella phage KP34"
"VIRL_2580","Klebsiella phage phiKO2"
"VIRL_512","Kluyvera phage Kvp1"
"VIRL_926","Kobuvirus pig/JY-2010a/CHN"
"VIRL_418","Kokobera virus"
"VIRL_2698","Konjac mosaic virus"
"VIRL_869","Kudzu mosaic virus DNA-A"
"VIRL_868","Kudzu mosaic virus DNA-B"
"VIRL_3236","Kyuri green mottle mosaic virus"
"VIRL_1200","La Crosse virus segment L"
"VIRL_1199","La Crosse virus segment M"
"VIRL_1198","La Crosse virus segment S"
"VIRL_3438","Lactate dehydrogenase-elevating virus"
"VIRL_1664","Lactobacillus johnsonii prophage Lj771"
"VIRL_2167","Lactobacillus phage A2"
"VIRL_1033","Lactobacillus phage KC5a"
"VIRL_1296","Lactobacillus phage Lb338-1"
"VIRL_1039","Lactobacillus phage Lc-Nu"
"VIRL_747","Lactobacillus phage LL-H"
"VIRL_2055","Lactobacillus phage LP65"
"VIRL_3600","Lactobacillus phage Lrm1"
"VIRL_2717","Lactobacillus phage Lv-1"
"VIRL_2574","Lactobacillus phage phiAT3"
"VIRL_1359","Lactobacillus phage phig1e"
"VIRL_2569","Lactobacillus phage phiJL-1"
"VIRL_1461","Lactobacillus prophage Lj928"
"VIRL_1460","Lactobacillus prophage Lj965"
"VIRL_2460","Lactobacillus prophage phiadh"
"VIRL_3651","Lactococcus phage 1706"
"VIRL_2596","Lactococcus phage 4268"
"VIRL_2711","Lactococcus phage 712"
"VIRL_2522","Lactococcus phage asccphi28"
"VIRL_1605","Lactococcus phage bIBB29"
"VIRL_1583","Lactococcus phage bIL170"
"VIRL_3550","Lactococcus phage bIL67"
"VIRL_2620","Lactococcus phage BK5-T"
"VIRL_2376","Lactococcus phage c2"
"VIRL_2710","Lactococcus phage jj50"
"VIRL_2533","Lactococcus phage KSY1"
"VIRL_1913","Lactococcus phage P008"
"VIRL_1421","Lactococcus phage P087"
"VIRL_2582","Lactococcus phage phiLC3"
"VIRL_1912","Lactococcus phage Q54"
"VIRL_2603","Lactococcus phage r1t"
"VIRL_1534","Lactococcus phage sk1"
"VIRL_2621","Lactococcus phage TP901-1"
"VIRL_2322","Lactococcus phage Tuc2009"
"VIRL_2609","Lactococcus phage ul36"
"VIRL_2327","Lactococcus prophage bIL285"
"VIRL_2326","Lactococcus prophage bIL286"
"VIRL_2623","Lactococcus prophage bIL309"
"VIRL_2443","Lactococcus prophage bIL310"
"VIRL_2442","Lactococcus prophage bIL311"
"VIRL_2325","Lactococcus prophage bIL312"
"VIRL_3443","Lake Victoria marburgvirus - Musoke"
"VIRL_1630","Lamium leaf distortion associated virus"
"VIRL_1224","Langat virus"
"VIRL_3070","Lassa virus segment L"
"VIRL_3071","Lassa virus segment S"
"VIRL_3593","Latino virus segment L"
"VIRL_2763","Latino virus segment S"
"VIRL_2370","Leek white stripe virus"
"VIRL_2181","Leek yellow stripe virus"
"VIRL_221","Leishmania RNA virus 1 - 1"
"VIRL_1225","Leishmania RNA virus 1 - 4"
"VIRL_219","Leishmania RNA virus 2 - 1"
"VIRL_3515","Lettuce big-vein associated virus RNA 1"
"VIRL_3513","Lettuce big-vein associated virus segment 2"
"VIRL_128","Lettuce chlorosis virus RNA1"
"VIRL_127","Lettuce chlorosis virus RNA2"
"VIRL_1500","Lettuce infectious yellows virus RNA 1"
"VIRL_1499","Lettuce infectious yellows virus RNA 2"
"VIRL_3239","Lettuce mosaic virus"
"VIRL_1975","Lettuce necrotic yellows virus"
"VIRL_1119","Lettuce ring necrosis virus RNA 1"
"VIRL_1118","Lettuce ring necrosis virus RNA 2"
